,kernel,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15
171,(RQ + (PER * PER)),0.05322311344645786,-0.05027218857839312,0.04193153169453602,-0.022139439162003234,-0.0622641254549481,-0.005763983685618884,-0.006117744314913805,-0.020516673180756118,0.015763679166190245,-0.005371333615562107,0.009759075880694506,0.018588725103237672,-0.0045557711524294945,0.01337808794305252,-0.005467861540797104
172,(RQ + (PER * RQ)),0.010966116026866951,-0.060007908024501885,0.03958081051692614,0.01200898544214352,-0.04969637087458723,0.0007493157614382301,-0.0028513237489576405,-0.0023122246388471187,-0.007885819812530982,-0.009588539019111527,0.0003719379901740757,-0.002100589015586407,-0.0037630445064394664,-0.0011322580130050575,0.008359824673670382
173,(RQ + (PER * SE)),0.013061750880983977,-0.05908828480809751,0.04189048142845081,0.01321802479257468,-0.04939869542297367,-0.000982044845597215,-0.00020963344437257455,0.0013207919791422208,-0.007582943403872246,-0.009304782746877781,0.0009739769772124815,-0.002426448604266757,-0.003739509203717342,-0.005775969134762487,0.0023534614249967334
174,(RQ + (PER + PER)),0.0345460527466712,-0.03480792582428412,-0.03898295092076727,-0.02057468700682854,-0.009893782535824628,0.022979025451092955,-0.010042657588508083,-0.0078059233319544745,0.0067554238899286655,0.0036618830626267062,0.006881885371212039,0.0025246434295308684,-0.005627592253226476,-0.00988696709260405,-0.004084239686080364
175,(RQ + (PER + RQ)),-0.05472797126064534,-0.07780954689814314,0.002036225748872052,-0.01326103666701597,0.018367601603711446,0.0034175625482651016,-0.012020416201387968,-0.012321356272761095,-0.00930420706278497,-0.0018686780613095479,0.0024552563289560216,-0.0038771170782492675,0.0024503873176750517,0.0028363316902357445,0.0013012389417687972
176,(RQ + (PER + SE)),-0.05341430418491591,-0.07355132174783234,-0.0016622679948499598,-0.008203720970185822,0.017733375869786898,-0.00392841878243293,-0.008816772826205271,-0.006814583835743586,-0.004695763011805216,0.0043634865288874865,-0.0020620335062064375,-0.0034953791671474316,0.0048984246082355905,0.0026713412827263595,-5.5377499773905225e-05
177,(RQ + (RQ * PER)),0.010945988870187714,-0.05997895728345467,0.03996994399659009,0.01180281039420017,-0.049564446037393524,0.001516992145889776,-0.0026675832529635887,-0.0009847782877467621,-0.006763679457542252,-0.008818083487389737,-0.0007629930083389766,-0.004866129080644438,-0.007404695840024598,0.0013055432347432814,0.0012322341730452474
178,(RQ + (RQ * RQ)),-0.20578581081775435,0.016812170640871926,0.01705898799656071,-0.011962771135030418,-0.0017117255087969157,0.008600483599245213,-0.0002451123711288933,-0.006259313101404629,-0.009265834652791714,-0.007339455103240521,0.0056545262035782775,0.0009568781139527921,-0.002938519136336782,-0.0011584793596025882,0.0043704322688806665
179,(RQ + (RQ * SE)),-0.2057352818830142,0.022629221886425195,0.014357279776693417,-0.008805038806817241,-0.0030010446851309355,0.005416509477125372,0.0010850135868793389,-0.0032013666492580594,-0.004653180103766971,-0.00393377493093009,0.0042933705772027556,-0.00023942917314383994,-0.0030638900891097353,-0.0015208887874513285,0.009271977843703878
180,(RQ + (RQ + PER)),-0.054706430794382886,-0.0778264796631611,0.002107380394739054,-0.013258477179614656,0.018158062740296195,0.00354878992463554,-0.012043961346849779,-0.011868481874365925,-0.009177663387041998,-0.0012268980143003336,0.002776097432175533,-0.0036745994105418156,0.0030740834459892555,0.0034373804863631775,0.00041203629306033903
181,(RQ + (RQ + RQ)),-0.2247628397125784,0.0051308062074728175,0.03566266582398952,-0.03243503458637024,0.014285356317027742,0.020888740387480446,0.004518847510841059,-0.0023919426752122427,-0.012024498952314128,-0.01026880279943071,0.007606572430110969,0.001649539191943232,-0.0025005429975987242,0.001941682019683841,-0.005727025586981701
182,(RQ + (RQ + SE)),-0.22520976886749233,0.01188350197574151,0.03261423908934507,-0.02791906062755452,0.013049142023505947,0.01703877939850359,0.009054099662328306,0.002009416113945066,-0.004471325124422987,-0.0026427274765393285,0.002200718709598728,0.0012061652976760105,-0.0014936688662529353,0.0038684031112923606,-0.0009715907357090688
183,(RQ + (SE * PER)),0.012970973267146023,-0.05925765287802506,0.04189389013911895,0.01268043492998784,-0.04958197610196645,-0.0012924569219859054,-0.0013369113715881902,0.0022253354916594364,-0.006997055283042377,-0.008650878902062066,-0.00045991543454494574,-0.002961876877353523,-0.0042395609267214815,-0.005049271923993954,0.00034413787798718805
184,(RQ + (SE * RQ)),-0.20567149685232528,0.022653517237930985,0.014657330272191559,-0.008551208507338794,-0.002995355688277033,0.005369018088825549,0.001764294865302274,-0.004581490425958676,-0.004492403129121804,-0.003758917091921397,0.003186587549530938,0.0003493017722835687,-0.004701541804801839,-0.003169731562662753,0.009632425613485854
185,(RQ + (SE * SE)),-0.20569766751763907,0.027453000336813266,0.012367457265523215,-0.006666558927594845,-0.0038677152514462387,0.004097301937057523,0.0021814300056911457,-0.002930141894874262,-0.0030084328829981894,-0.0022158050695282572,0.002532540094550983,0.003693567589791163,-0.0048592261045049085,-0.0016265584272373277,0.009910386244556958
186,(RQ + (SE + PER)),-0.05342223633166786,-0.07356554091408397,-0.0017335770854016886,-0.007998649739846014,0.01764205298578009,-0.0038781300466626,-0.008362632638631412,-0.0073114026702352855,-0.004901236768275972,0.0046847893370639115,-0.0012914173689326676,-0.0030634774122128144,0.006296902845723723,0.002359923309440857,0.00038106696632002546
187,(RQ + (SE + RQ)),-0.2251859507083259,0.011869363317068013,0.03246202140897807,-0.028365437653981387,0.012891010121680436,0.01716922128237929,0.00923312907079961,0.0028179825781040123,-0.004051534481064426,-0.0029648994914638197,0.0028095682464835234,-0.0001563197800851974,-0.001471926297339502,0.002526882185491373,-0.003267504950877859
188,(RQ + (SE + SE)),-0.22558089044198443,0.018835524536841147,0.0306535042289737,-0.024711661582701022,0.011859767220102286,0.011552213945965673,0.013422233818911819,0.008233123138075631,0.002806430396658532,0.0034520690792139252,-0.0008855593744841885,0.0018391077678090876,0.0016799764703692682,-0.0015781956778966,-0.0015289120813678234
189,(RQ + PER),-0.005250141216718023,-0.05885684571355833,-0.02033702215578355,-0.013531139303389884,0.0037429517605319586,0.018585111981196462,-0.013523543488443637,-0.01771145296250598,0.0019241808654405085,0.00031754694727233646,0.002526237340510303,-0.0012260307857420959,-0.0012387047215745017,-0.0026925156722060833,-0.0010267275425709815
190,(RQ + RQ),-0.2248377948969697,0.0049732652792181305,0.03560351092552489,-0.0318415380418457,0.014081454522930423,0.021536427890630476,0.004711557872760959,-0.002493085371936725,-0.012324421324726779,-0.008584450250027548,0.007563987038682116,0.0017286420608182776,-0.003594623561446642,0.0018507815294733587,-0.005001738602314749
191,(RQ + SE),-0.22535864169486383,0.01540389390514647,0.03181291757496906,-0.02602958863354149,0.012374347930203023,0.014432357551875039,0.010880543675584898,0.00504946060268528,-0.00017820925875970564,0.0011107407841465123,-0.00075427952413982,-0.00018429046457718096,-6.222280981406138e-05,0.0030446071248270666,-0.004552071109065894
192,(SE * (PER * PER)),0.2503735478331398,0.06511963794805163,0.05247524410996833,-0.01904061758079432,0.019976341258141822,-0.008910403981051092,-0.029391701740418552,-0.003680793086230048,-0.0023127199255826435,0.0034912532189473977,-0.008315771993636596,-0.004806996821578713,-0.00682053998070573,-0.001759381424439978,0.0003889595155107835
193,(SE * (PER * RQ)),0.18191407429967013,0.016550870372654587,0.010142149121943589,0.025789913646238127,0.012898996823575514,0.006814272120188566,0.017996855482005185,-0.007534829071046351,-0.005851278703405477,-0.0011196620432455608,-0.002657042011276508,0.0053660392055357685,0.003932205691748434,-0.003022262499145093,0.001496665264229918
194,(SE * (PER * SE)),0.18411701044518944,0.016057703004349905,0.011223306544137952,0.026140111705587585,0.01416938494824556,0.004727712947613348,0.01855254282413897,-0.008009794700524242,-0.008017343291765039,-0.0024843250039620264,-0.002854564324418989,0.007732655228843386,0.004212235789262509,-0.001937458221193339,0.000343249520262454
195,(SE * (PER + PER)),0.16408460929995372,0.02016722606177063,-0.006496672635757452,0.022983585560144452,0.0011871525444127598,0.024588610041890176,0.00515079495519214,-0.0036463533245692827,0.002950358802061934,0.0017849011562054507,-0.0012321656682027576,-0.006305537139343285,-0.0027321223094539573,0.005601457274331631,0.003718709957515747
196,(SE * (PER + RQ)),0.03695339295726424,-0.043949556646062884,0.006324085285311369,0.02684468830154126,0.018652726684695677,-0.020931001993010626,0.008042446603955635,0.015162439096106062,0.0022447456451792406,0.006784176014536655,0.010576921693930198,-0.0001049788023957779,-0.0030767101796702655,-0.0028555520055058656,-0.002983250055259812
197,(SE * (PER + SE)),0.03841728243199893,-0.04136787792913115,0.004297117925480921,0.02944849081321471,0.018407404816630096,-0.023545992397220446,0.008825353075026628,0.015428728684936437,0.0030264116010670426,0.008159473050218378,0.009486028015842085,0.0007307548518403486,-0.004011941250500039,-0.002933212964633807,-0.0038008230078171784
198,(SE * (RQ * PER)),0.18184375354017465,0.016731941055917878,0.010367056812037237,0.025576157401801348,0.012891180446200362,0.006645361175892551,0.018505136921288492,-0.007517415690721084,-0.004009757754794957,-0.0012512332463001938,-0.0036819911164467523,0.007282706580984656,0.003465027254336695,-0.0006465694293910346,-0.0008863493027556005
199,(SE * (RQ * RQ)),-0.15498279786699043,0.05125771622252183,-0.03384665390098944,0.030377912676647568,-0.011650397929109475,-0.013087761020642333,-0.012742885950451827,-0.008425000955488551,-0.0038095780163045416,-0.003126885099120997,0.0015080735918939106,-0.001254115293123794,0.001539218592817371,0.0008225204628105779,-0.004238195647202662
200,(SE * (RQ * SE)),-0.1545595916186151,0.05717641657292165,-0.03662767350487959,0.033295844667588594,-0.011813960993376206,-0.014785660027363883,-0.012072952546462644,-0.00909184475203175,-0.0025429751931982858,-0.00043187336600771436,0.0009926981430101321,0.0003466742925057262,-0.0002599659223744021,0.0008962291801537999,-0.0020419751899358554
201,(SE * (RQ + PER)),0.03692764333565807,-0.044032700526918885,0.006565369436844725,0.026834839302464854,0.01865040345415381,-0.02097494382182643,0.008074834865374313,0.01506867663501442,0.0023718168270804624,0.0062797272641759655,0.009774968654768873,0.00014942511188452827,-0.004175628647819461,-0.0027423026962091835,-0.003654696148510296
202,(SE * (RQ + RQ)),-0.18732892148362526,0.042308960264369616,-0.010249325737108175,0.011593874796606975,-0.00291248485631702,-0.007508988012003355,-0.0015745275879003018,-0.0003734068037024864,0.0031928170579216854,0.001827195483634367,-0.0013560503115820212,-0.001112166990924451,0.0009163890728531974,-0.0010766028223475953,-0.001554092564998393
203,(SE * (RQ + SE)),-0.18734215747912814,0.046726503991543204,-0.012055289845901228,0.013826671788342959,-0.0036056488341751794,-0.00863559719583631,-0.0004162121934173646,-0.0006011338405739711,0.006477657111381933,0.004195519318540404,-0.0010320924320970514,0.001707236417423744,0.0010998715151741896,-0.000614345947896084,0.0010974582361954887
204,(SE * (SE * PER)),0.1840552473476253,0.016309683034971784,0.01135374273254694,0.025619900147580872,0.014153978085755949,0.004658895805539057,0.01935777445652378,-0.007837626927867243,-0.005552297727364945,-0.0016490611201333371,-0.0023940960300604655,0.009232534916327615,0.005175874804512283,-0.0019953582285308254,-0.003617431772880973
205,(SE * (SE * RQ)),-0.15453323236905064,0.05694722436299639,-0.03685795913947954,0.03329632757618872,-0.012376006512103774,-0.014769213168818724,-0.012057388128811117,-0.008559721822757363,-0.003018714981743551,-0.002703055935721571,-0.000791763599171345,0.0013482933352082945,-0.0014434549553738992,0.002977127037513187,-0.0018010494480965211
206,(SE * (SE * SE)),-0.1543803536132543,0.06225273523471205,-0.039187888009079165,0.03546800145050203,-0.013417945729889642,-0.015219124156104769,-0.011009171771411844,-0.009598345676171603,-0.0016176924503783613,-0.001893666221652929,-0.0004338435530770061,0.002124142483224574,-0.0027566576314310334,0.003933569674465211,-2.856579327647532e-05
207,(SE * (SE + PER)),0.03841550965989778,-0.041341686770199775,0.0038751138246508085,0.029246603102193406,0.018373722715165217,-0.023840689500246467,0.009018362120802583,0.015534135084469564,0.003085348072903762,0.008276056881452637,0.008849957829359418,0.00169641214647278,-0.00543645618618464,-0.0005636319984397146,-0.0018326942987670228
208,(SE * (SE + RQ)),-0.1873115544302768,0.04681729913421643,-0.01234827125455587,0.013289875897112237,-0.0034741152721581075,-0.00853556608418823,-0.0008303057095531078,0.0005927080569281457,0.004597076307068904,0.0027490337344877355,-0.0025292221191334585,0.001709438206739164,0.0004164172928650554,0.0005131472790970787,0.0005736111869559557
209,(SE * (SE + SE)),-0.18744972277998184,0.05144958529399641,-0.013715093181895201,0.015374122989696981,-0.003891234131617532,-0.010007014228753075,0.0006734352288939432,0.0008567413327026615,0.007074469054134743,0.005513087286284739,-0.004550753281566147,0.000813057266796981,-0.0018205068148199417,-0.002594913084895832,0.0010262039005867753
210,(SE * PER),0.16411375762603847,0.020230497911219152,-0.006348938847308474,0.023195144999988697,0.0006211269358295209,0.024386755575915263,0.0052217976751599135,-0.003428509642590775,0.004486795659087771,0.0030774097352658614,-0.0016501798820766802,-0.005502767025874286,-0.0009878217483826896,0.006390206887283061,0.0022226989811770905
211,(SE * RQ),-0.1874033059877586,0.04207995283473106,-0.010180902872759339,0.011748933432318406,-0.003128390999083833,-0.00771751803999029,-0.0012710849461634926,-0.0006126611396019804,0.003043481309689262,0.0022895570654453824,-0.0013227774868503062,-0.0007374810155342409,-0.000717875838897904,-0.0006424303693556661,0.0009146261208157444
212,(SE * SE),-0.18740783527527902,0.05145960345589676,-0.013874236365293762,0.015214826588779456,-0.004463789006740595,-0.00974706238469503,0.0009578030214918748,0.0012618786830705011,0.009058773100686927,0.004153148685066817,-0.002679629755294547,-0.00017823316710720654,0.0011381166192838158,0.0001504304654903771,0.00011775187767927887
213,(SE + (PER * PER)),0.05706463011705608,-0.045100422748861904,0.037109394944314575,-0.013810529378470956,-0.06342105598009867,-0.014185371299563161,-0.0025512623173498394,-0.0157843344167108,0.024142126514505046,0.0016857869167444584,-0.0010285060345202725,0.01865270610974751,0.0013057789536002823,0.012209668115825556,-0.0040725169869191636
214,(SE + (PER * RQ)),0.013450242462342537,-0.05321195373287166,0.034833308964776856,0.019172023582537768,-0.0500478178395601,-0.01098784887769827,0.0011825914664867375,0.007904530201171394,0.001406828147432471,-0.0005004949808097633,-0.01100402444190689,-0.006438638458612142,-0.0019944008550716787,-0.0011400820400316758,0.004456491511089341
215,(SE + (PER * SE)),0.01534410677293893,-0.051563561059584234,0.037544616583573144,0.021096726271565523,-0.04954830438903413,-0.011723355309829986,0.0036353087645058305,0.010360130463666078,0.0017158156918692998,-0.00022954186428782384,-0.010184682708811269,-0.0019784726282988364,0.00272302970922979,-0.0067812508351452454,-0.005650266633149316
216,(SE + (PER + PER)),0.03914018018211822,-0.033973818785554215,-0.04172569384684158,-0.01437184860906597,-0.008544150735998705,0.019512597907261155,-0.007085895464027698,-0.00964895476421983,0.009899859671086999,0.0073857439302111635,-0.0012082770923207249,0.0031101625360008853,-0.002388734441837601,-0.008102215255480978,-0.0006939538861681751
217,(SE + (PER + RQ)),-0.053410930075833925,-0.07359462738284812,-0.0016543898470167356,-0.007982574186414427,0.017666394785193978,-0.0038804635170486303,-0.008233794795025496,-0.006928067208338584,-0.004546944041735399,0.003811482945305902,-0.0022007440795430667,-0.002288599939050848,0.006744613527000538,0.002329569562127181,5.828126262538211e-05
218,(SE + (PER + SE)),-0.052274643491841695,-0.06890730694212072,-0.005718622663254879,-0.003474757280728627,0.01709323129670395,-0.010738895583754939,-0.005086408114385317,-0.0013000099385949977,0.0012223733041096102,0.009523624106666219,-0.005905642324165413,-0.003674883550743259,0.007693368445342274,0.0020378355551428384,0.0006041272206200047
219,(SE + (RQ * PER)),0.013343643814238236,-0.05354949700891062,0.03523273923264524,0.019717309673556626,-0.04985615853342816,-0.009340598601190755,0.000486402255295391,0.009054770452155764,0.0015580573941532787,8.331954694907309e-05,-0.00928707029064763,-0.0028486058191487273,0.00259869518913393,-0.003022397588505867,0.002816341076507772
220,(SE + (RQ * RQ)),-0.2059150188351541,0.026669071829475356,0.01279331708586065,-0.005661048172725119,-0.002554055368512043,0.0010287312793276675,0.005007894545085747,0.0028569797248859125,0.0018256432406059471,0.001287151376537364,-0.0016549326547190114,-0.0022616925964438223,0.0016190765529649868,-0.00292409339706324,0.001852126929291577
221,(SE + (RQ * SE)),-0.2059104098859537,0.03254570795833844,0.010870753635248635,-0.0026840723571339015,-0.003556092468616631,-0.0020506807566896793,0.006137165828686773,0.005937857659908484,0.006589436530943889,0.004252469185699984,-0.0030745301092997236,0.0017660924459117064,0.00272694578166782,-0.003490082081532549,0.006155325574232887
222,(SE + (RQ + PER)),-0.05341804257667001,-0.07360480559856136,-0.0018058747118132447,-0.008143086961561262,0.01760813428261521,-0.0037672883101151993,-0.008317817194382088,-0.006809588110285145,-0.004237292987179871,0.004287720373183038,-0.0011829203796020892,-0.0025444772778230027,0.006583278174591258,0.0039324578983307885,0.00033717004665819535
223,(SE + (RQ + RQ)),-0.22515146245634682,0.011960896281121406,0.0327475654954725,-0.028404624672128318,0.013153015708886532,0.01645532923355598,0.008834813305052622,0.003789164354669115,-0.0045988503637326116,-0.003649019056144017,0.002442265327001738,-0.0009158963732037002,-0.00024281594729384977,-0.0019277476928983212,-0.004129842798406983
224,(SE + (RQ + SE)),-0.22555695280065144,0.01871251892428092,0.030318148954313204,-0.024400647109689387,0.011475913967290956,0.012626998626460469,0.01355817020206269,0.00941140789602138,0.003649235513519252,0.0005309583137531855,-0.0037793944709055447,0.00018011874369723463,0.0040820534449249185,0.0009796525049841727,-0.004123586831509326
225,(SE + (SE * PER)),0.015115041359243856,-0.052049673950859805,0.03683053103428481,0.0218283952407703,-0.049948876251618944,-0.010627948085792543,0.004400817637504025,0.010923505717828711,0.002529652066004405,-0.0017098507331186547,-0.008341327073755216,-0.0016229731085178757,0.003649438749471188,-0.004775071333991289,-0.0034152595650098587
226,(SE + (SE * RQ)),-0.20593467168977403,0.032284579007922115,0.01087980268485857,-0.002745521413718984,-0.004155314129343067,-0.0023277977223957334,0.006659704664338358,0.0055090275111177285,0.006140314148615357,0.003770021003985256,-0.0043964774651163024,0.0016482073203547257,0.0013546567136151846,-0.002249134643161906,0.007983605529173238
227,(SE + (SE * SE)),-0.2059503961806717,0.037372228615775376,0.009103188800551254,-0.0009985718976377514,-0.005058754987956665,-0.0025366118307550457,0.0067726897164628284,0.0066727657400987095,0.010489712672799507,0.005381585799728126,-0.004395541113906629,0.00035758552966119283,0.0013262922235809473,-0.004155752964123568,0.0075945717545537516
228,(SE + (SE + PER)),-0.052301675023597095,-0.06890582028455132,-0.005775430166653267,-0.0035619031355699007,0.0169642336386591,-0.010680727712582059,-0.005687875380739961,-0.0014594372290913558,0.0006047806885563076,0.010025216047243185,-0.0057161303522859945,-0.003629358041344526,0.0064668178293473665,0.002228182823040967,0.001446547518860375
229,(SE + (SE + RQ)),-0.2255815719034772,0.018929716816111067,0.030195142168617406,-0.02478503589926091,0.012213279351702511,0.012071240482705985,0.012941837234543322,0.008805855025698979,0.0031576107202739303,0.0033377399512303377,-0.0016039825200250084,-0.0002440311193844136,-1.9168495584550346e-06,0.0027154885371671244,-0.004396147031750931
230,(SE + (SE + SE)),-0.22614075158444719,0.02585651205892553,0.028345216768205075,-0.02164133894205781,0.01121147969815141,0.008027298528057638,0.01714420446141461,0.015046266766840077,0.010754328774147438,0.009698608545993071,-0.008026836975841192,0.00015535079628314593,0.0013348706942633505,0.0006959874869969456,-0.004385209178634524
231,(SE + PER),-0.0007488787156000174,-0.05695922064506169,-0.02484652802502255,-0.00537692112589717,0.005127349146586755,0.008595356506319131,-0.007954726439258967,-0.013227434808066079,0.004130181820324292,0.0065872159389554555,-0.005956717893629638,0.00022325739787763368,0.004010869965065012,-0.0030855741116729827,0.0026482656080834945
232,(SE + RQ),-0.22541600855207167,0.015290532191942298,0.031169455997812786,-0.02645205731846785,0.012547750092137084,0.014633973013863353,0.01128221081754727,0.005899525650349123,-0.0003218346261242173,8.343876063377941e-05,-0.0007761543339204362,-0.0008207222251164434,-0.0011727110937429536,0.001485181970901562,-0.0009288252005592027
233,(SE + SE),-0.22610543223902227,0.026077579665334683,0.02847404834224118,-0.021411090824822013,0.011700001095709383,0.008188493488071462,0.016399395010592475,0.015433454315621058,0.010994975286668783,0.009297616368528674,-0.00819144258157671,0.004392458689853351,0.0023211961446613005,0.002241449201460717,0.00015171784624325385
234,PER,0.09161351292913261,0.005790342593716505,-0.083908074919214,-0.04815055185584443,-0.031419597539078324,-0.003154680452899191,0.010472500032424333,0.016250915964272285,-0.024526362473140377,0.013442748785003454,-0.00956379938105272,0.005808613990883829,-0.00917741713998816,0.0014173807203496484,0.0001019678747007731
235,RQ,-0.22482182554967364,0.0049523817056677365,0.03539528482294736,-0.03182224492480839,0.01403394947354947,0.021452839038141144,0.005833419583637233,-0.0036960106783987846,-0.010343516412624128,-0.010030336568513102,0.008350205607747895,0.0012667130081608741,-0.0026614948731375275,0.004240482300277396,-0.0031340365756339565
236,SE,-0.22614329695988228,0.025868026465483866,0.02861520992464926,-0.021876979158043812,0.01075374093952873,0.0073893617232529876,0.017433297203677412,0.014455731164747226,0.011153023189731395,0.010196912536270978,-0.007341323353207903,0.0016873407309326183,0.002885132704784869,0.0005662015334824174,-0.0031394010294726778
